2.17288532,2.17303757,2.17349383,2.17425266,2.17531162,2.17666732,2.17831538,2.1802504,2.18246597,2.18495469,2.18770808,2.19071661,2.19396971,2.19745569,2.20116181,2.2050742,2.20917794,2.213457,2.21789428,2.22247164,2.22716992,2.23196899,2.23684781,2.2417845,2.2467564,2.25174019,2.25671199,2.26164749,2.2665221,2.27131106,2.27598967,2.2805334,2.28491812,2.28912028,2.29311711,2.29688679,2.30040869,2.30366354,2.3066336,2.30930285,2.31165717,2.31368442,2.31537462,2.31672001,2.31771513,2.31835688,2.31864453,2.31857971,2.31816637,2.31741073,2.3163212,2.31490827,2.31318438,2.31116375,2.30886228,2.30629734,2.3034876,2.30045283,2.29721374,2.29379181,2.29020904,2.28648785,2.28265087,2.27872079,2.27472019,2.27067145,2.26659658,2.26251712,2.25845404,2.25442768,2.2504576,2.24656262,2.24276068,2.23906885,2.23550326,2.23207911,2.22883068,2.22576056,2.22286047,2.22014378,2.21762275,2.21530852,2.21321116,2.21133963,2.20970183,2.20830454,2.20715352,2.20625344,2.20560794,2.2052196,2.20508998
2.17288532,2.17303757,2.17349383,2.17425266,2.17531164,2.17666736,2.17831545,2.18025053,2.18246619,2.18495503,2.18770858,2.19071732,2.19397067,2.19745696,2.20116342,2.20507621,2.20918037,2.21345987,2.21789757,2.22247531,2.22717389,2.23197314,2.23685195,2.24178837,2.24675965,2.25174238,2.25671256,2.26164577,2.26651725,2.2713021,2.27597543,2.28051254,2.28488909,2.28908131,2.2930662,2.29682171,2.30032696,2.30356242,2.30651011,2.30915378,2.31147904,2.31347353,2.31512706,2.31643166,2.31738171,2.31797396,2.31820755,2.31808403,2.31760731,2.31678362,2.31562138,2.31413118,2.31232555,2.31021891,2.30782734,2.30516846,2.30226122,2.29912571,2.29578299,2.2922549,2.28856386,2.28473269,2.28078445,2.27674228,2.27262922,2.26846809,2.26428134,2.26009098,2.25591841,2.25178438,2.2477089,2.24371115,2.23980948,2.2360213,2.23236311,2.22885041,2.22549776,2.22233498,2.21936147,2.2165775,2.21399527,2.21162589,2.20947936,2.20756459,2.20588942,2.2044606,2.20328384,2.20236377,2.20170402,2.20130714,2.20117468
2.17288532,2.17303757,2.17349384,2.17425267,2.17531165,2.17666739,2.17831552,2.18025065,2.1824664,2.18495535,2.18770905,2.19071799,2.19397158,2.19745815,2.20116494,2.20507809,2.20918264,2.21346252,2.2179006,2.22247866,2.22717749,2.23197684,2.23685555,2.2417916,2.24676217,2.25174374,2.2567122,2.261643,2.26651125,2.27129189,2.27595987,2.28049029,2.28485862,2.28904088,2.29301385,2.29675525,2.30024397,2.30346025,2.30638588,2.30900434,2.31130105,2.31326343,2.31488107,2.31614584,2.31705195,2.31759603,2.31777712,2.3175967,2.31705867,2.31616923,2.31493689,2.31337229,2.31148813,2.30929896,2.3068211,2.3040724,2.30107209,2.29784057,2.29439924,2.2907703,2.28697655,2.28304122,2.27898778,2.27483977,2.27062067,2.26635372,2.2620618,2.25776732,2.25349209,2.24925725,2.24508319,2.24098946,2.23699474,2.23311679,2.22937239,2.22577735,2.22234648,2.21909359,2.21604383,2.21319659,2.21055684,2.20813562,2.20594289,2.2039875,2.20227723,2.2008188,2.19961787,2.19867905,2.19800591,2.19760101,2.19746588
2.17288532,2.17303757,2.17349384,2.17425267,2.17531166,2.17666742,2.17831558,2.18025077,2.18246659,2.18495565,2.1877095,2.19071862,2.19397243,2.19745926,2.20116636,2.20507984,2.20918473,2.21346496,2.21790337,2.22248171,2.22718071,2.2319801,2.23685865,2.24179427,2.24676406,2.25174439,2.25671107,2.26163941,2.26650438,2.27128079,2.27594341,2.28046717,2.28482734,2.28899977,2.29296099,2.29668854,2.30016107,2.3033586,2.30626269,2.30885662,2.31112558,2.31305681,2.3146397,2.31586597,2.31672969,2.31722737,2.31735798,2.31712293,2.31652611,2.31557375,2.31427441,2.31263883,2.31067984,2.30841217,2.30585235,2.30301846,2.29993001,2.2966077,2.29307325,2.28934922,2.28545878,2.28142551,2.27727329,2.27302605,2.26870767,2.26434176,2.25995162,2.25556001,2.25118914,2.2468605,2.24259482,2.23841198,2.23433097,2.23036984,2.22654566,2.22287448,2.21937136,2.21605031,2.21292433,2.21001422,2.20732076,2.20485115,2.20261529,2.20062199,2.19887898,2.19739293,2.19616946,2.19521314,2.19452752,2.19411515,2.19397752
2.17288532,2.17303757,2.17349384,2.17425267,2.17531167,2.17666745,2.17831564,2.18025087,2.18246677,2.18495594,2.18770991,2.1907192,2.19397322,2.1974603,2.20116767,2.20508145,2.20918666,2.2134672,2.21790589,2.22248445,2.22718359,2.23198296,2.2368613,2.24179644,2.24676539,2.25174446,2.25670933,2.2616352,2.26649692,2.27126914,2.27592648,2.28044371,2.28479592,2.28895875,2.29290857,2.29662268,2.30007955,2.30325897,2.3061423,2.30871262,2.31095493,2.31285627,2.3144059,2.31559537,2.31641862,2.31687207,2.31695462,2.31666765,2.31601503,2.31500303,2.31364028,2.31193761,2.30990799,2.30756634,2.30492936,2.30201539,2.2988442,2.29543677,2.29181515,2.2880022,2.28402145,2.27989684,2.27565261,2.27131305,2.2669024,2.26244466,2.25796346,2.25348193,2.2490226,2.24460729,2.24025704,2.23599205,2.23183156,2.22779389,2.22389635,2.22015524,2.2165858,2.21320225,2.21001774,2.20704439,2.20429927,2.20178482,2.19950902,2.19748061,2.19570728,2.19419566,2.19295131,2.1919788,2.19128163,2.19086233,2.1907224
2.17288532,2.17303757,2.17349384,2.17425268,2.17531169,2.17666748,2.1783157,2.18025098,2.18246694,2.1849562,2.1877103,2.19071974,2.19397395,2.19746125,2.20116887,2.20508292,2.20918841,2.21346923,2.21790816,2.22248691,2.22718613,2.23198545,2.23686354,2.24179817,2.24676627,2.25174407,2.25670714,2.26163058,2.26648912,2.27125726,2.27590949,2.28042041,2.28476495,2.28891857,2.29285745,2.29655871,2.30000062,2.30316277,2.30602635,2.30857424,2.31079126,2.31266429,2.31418244,2.31533713,2.3161222,2.31653397,2.31657128,2.3162355,2.3155305,2.31446258,2.31304044,2.31127503,2.30917943,2.30676874,2.30405987,2.30107136,2.29782324,2.29433678,2.2906343,2.28673899,2.28267468,2.27846566,2.27413648,2.26971179,2.26521616,2.26067392,2.25610902,2.25154492,2.24700444,2.24250972,2.23808206,2.23374191,2.22950879,2.22540124,2.22143679,2.21763192,2.21400207,2.21056163,2.20732389,2.2043011,2.20150448,2.19894797,2.19663548,2.19457482,2.19277366,2.19123855,2.18997505,2.18898766,2.1882799,2.18785425,2.1877122
2.17288532,2.17303757,2.17349384,2.17425268,2.1753117,2.17666751,2.17831575,2.18025107,2.1824671,2.18495644,2.18771065,2.19072024,2.19397462,2.19746212,2.20116996,2.20508426,2.20919,2.21347106,2.2179102,2.2224891,2.22718837,2.2319876,2.23686542,2.24179952,2.24676678,2.25174332,2.25670465,2.26162575,2.26648123,2.27124548,2.27589284,2.28039776,2.28473503,2.28887993,2.29280848,2.29649762,2.29992544,2.30307137,2.3059164,2.30844327,2.31063661,2.31248318,2.31397194,2.31509418,2.31584367,2.31621665,2.31621192,2.31583083,2.31507724,2.31395753,2.31248043,2.31065702,2.3085005,2.30602613,2.30325101,2.30019391,2.29687507,2.29331602,2.28953937,2.28556857,2.28142777,2.27714154,2.27273476,2.26823237,2.26365925,2.25904004,2.25439897,2.2497598,2.24514562,2.24057882,2.23608096,2.23167273,2.22737386,2.2232031,2.21917815,2.2153157,2.21163132,2.20813955,2.20485382,2.2017865,2.19894888,2.19635123,2.19400499,2.19191502,2.19008855,2.1885321,2.18725118,2.18625029,2.18553289,2.18510147,2.18495749
2.17288532,2.17303757,2.17349384,2.17425268,2.17531171,2.17666753,2.1783158,2.18025115,2.18246724,2.18495665,2.18771097,2.19072068,2.19397522,2.1974629,2.20117095,2.20508546,2.20919142,2.21347268,2.217912,2.22249101,2.22719031,2.23198944,2.23686697,2.24180055,2.24676699,2.25174234,2.25670201,2.26162089,2.26647349,2.27123408,2.27587688,2.2803762,2.28470669,2.28884348,2.29276243,2.29644033,2.2998551,2.30298602,2.30581392,2.30832137,2.31049289,2.31231508,2.31377679,2.31486923,2.31558605,2.31592346,2.3158802,2.31545763,2.31465961,2.31349257,2.31196532,2.31008901,2.30787701,2.30534469,2.30250934,2.29938993,2.29600692,2.29238207,2.28853823,2.28449913,2.28028917,2.27593321,2.2714564,2.26688396,2.26224104,2.25755255,2.25284299,2.24813637,2.24345602,2.23882456,2.23426378,2.22979457,2.22543685,2.22120954,2.21713053,2.21321663,2.20948357,2.20594601,2.20261748,2.19951046,2.19663633,2.19400542,2.191627,2.18951055,2.18766134,2.18608572,2.18478917,2.18377614,2.18305009,2.18261348,2.18246778
2.17288532,2.17303757,2.17349384,2.17425269,2.17531171,2.17666755,2.17831584,2.18025123,2.18246736,2.18495685,2.18771125,2.19072108,2.19397575,2.19746359,2.20117182,2.20508652,2.20919267,2.21347411,2.21791357,2.22249268,2.22719198,2.23199099,2.23686824,2.24180132,2.24676698,2.25174121,2.25669934,2.26161617,2.26646611,2.27122334,2.27586195,2.28035614,2.28468043,2.28880982,2.29272002,2.29638768,2.29979059,2.30290787,2.30572022,2.30821007,2.31036183,2.31216196,2.31359922,2.31466472,2.31535207,2.3156574,2.31557944,2.31511952,2.31428156,2.31307199,2.3114997,2.30957596,2.30731421,2.30473,2.30184077,2.29866565,2.29522531,2.29154173,2.28763798,2.28353802,2.27926649,2.2748485,2.27030944,2.26567478,2.26096991,2.25621998,2.25144973,2.24668338,2.24194448,2.23725585,2.23263947,2.2281164,2.22370674,2.21942956,2.21530289,2.21134367,2.20756775,2.20398988,2.20062371,2.19748178,2.19457556,2.19191544,2.18951075,2.18736976,2.18550037,2.18390778,2.18259738,2.18157361,2.18083991,2.18039871,2.18025148
2.17288532,2.17303757,2.17349384,2.17425269,2.17531172,2.17666757,2.17831587,2.1802513,2.18246747,2.18495702,2.1877115,2.19072143,2.19397622,2.19746419,2.20117257,2.20508744,2.20919375,2.21347534,2.21791492,2.22249409,2.22719339,2.23199228,2.23686926,2.24180188,2.24676683,2.25174004,2.25669677,2.26161175,2.2664593,2.27121351,2.27584836,2.28033797,2.28465671,2.28877949,2.2926819,2.29634045,2.2997328,2.30283796,2.3056365,2.30811075,2.31024497,2.31202557,2.31344119,2.31448288,2.31514418,2.31542119,2.31531261,2.31481977,2.31394661,2.3126996,2.3110877,2.30912225,2.30681681,2.30418706,2.30125055,2.29802661,2.29453606,2.29080108,2.28684493,2.28269177,2.27836647,2.27389433,2.26930098,2.26461209,2.25985327,2.25504987,2.25022683,2.24540855,2.24061878,2.23588051,2.23121589,2.22664612,2.22219144,2.21787107,2.21370313,2.20970469,2.20589169,2.20227898,2.19888027,2.19570818,2.19277425,2.1900889,2.18766153,2.18550045,2.18361296,2.1820056,2.18068318,2.17965008,2.17890972,2.17846453,2.17831598
2.17288532,2.17303757,2.17349384,2.17425269,2.17531173,2.17666758,2.17831591,2.18025135,2.18246756,2.18495716,2.18771171,2.19072172,2.19397661,2.19746471,2.20117321,2.20508821,2.20919466,2.21347638,2.21791605,2.22249528,2.22719456,2.23199334,2.23687007,2.24180227,2.24676659,2.2517389,2.2566944,2.26160776,2.26645322,2.2712048,2.27583639,2.28032201,2.28463594,2.28875299,2.29264864,2.2962993,2.29968252,2.30277721,2.30556383,2.3080246,2.31014371,2.31190747,2.31330446,2.31432565,2.31496455,2.3152172,2.31508232,2.31456122,2.31365786,2.31237875,2.3107329,2.30873174,2.30638891,2.30372019,2.30074328,2.29747763,2.29394422,2.29016538,2.28616454,2.28196606,2.27759495,2.27307674,2.2684372,2.26370221,2.25889755,2.25404874,2.24918088,2.24431856,2.23948567,2.23470534,2.22999985,2.22539055,2.22089778,2.21654087,2.21233805,2.20830647,2.20446215,2.20082001,2.19739383,2.1941963,2.19123899,2.18853237,2.18608588,2.18390786,2.18200563,2.18038551,2.17905288,2.17801187,2.17726587,2.1768173,2.17666762
2.17288532,2.17303757,2.17349384,2.17425269,2.17531173,2.1766676,2.17831593,2.1802514,2.18246764,2.18495728,2.18771189,2.19072196,2.19397694,2.19746513,2.20117374,2.20508885,2.20919541,2.21347722,2.21791697,2.22249624,2.22719549,2.23199417,2.23687069,2.24180254,2.24676632,2.25173787,2.25669233,2.26160433,2.26644804,2.27119741,2.27582626,2.28030854,2.28461846,2.28873073,2.29262074,2.29626482,2.29964044,2.3027264,2.3055031,2.30795267,2.31005922,2.311809,2.31319051,2.3141947,2.31481501,2.31504749,2.31489081,2.31434631,2.31341795,2.31211229,2.31043839,2.30840771,2.306034,2.30333312,2.30032287,2.29702282,2.29345408,2.28963911,2.28560149,2.2813657,2.27695692,2.27240082,2.26772333,2.26295047,2.25810818,2.2532221,2.2483175,2.24341906,2.23855083,2.23373605,2.2289971,2.22435544,2.21983151,2.21544472,2.21121338,2.20715471,2.20328481,2.19961864,2.19617004,2.19295173,2.18997534,2.18725137,2.18478928,2.18259745,2.18068321,2.17905289,2.1777118,2.17666431,2.17591368,2.17546235,2.17531174
2.17288532,2.17303757,2.17349384,2.17425269,2.17531174,2.17666761,2.17831595,2.18025143,2.1824677,2.18495737,2.18771202,2.19072215,2.19397719,2.19746546,2.20117415,2.20508935,2.20919599,2.21347787,2.21791768,2.22249697,2.22719621,2.2319948,2.23687115,2.24180271,2.24676606,2.251737,2.25669064,2.26160155,2.26644388,2.27119149,2.27581818,2.28029782,2.28460456,2.28871304,2.2925986,2.2962375,2.29960711,2.3026862,2.30545508,2.30789582,2.30999248,2.31173125,2.31310059,2.3140914,2.31469711,2.31491373,2.31473993,2.31417706,2.31322908,2.31190259,2.31020667,2.30815286,2.30575495,2.30302888,2.29999253,2.29666556,2.29306919,2.28922596,2.28515958,2.28089464,2.27645644,2.27187076,2.26716365,2.26236125,2.2574896,2.25257448,2.24764123,2.24271467,2.23781892,2.23297732,2.22821233,2.2235455,2.21899734,2.21458731,2.21033381,2.2062541,2.20236431,2.19867948,2.19521347,2.19197904,2.18898783,2.1862504,2.18377621,2.18157366,2.1796501,2.17801187,2.17666431,2.17561173,2.17485751,2.17440402,2.1742527
2.17288532,2.17303757,2.17349384,2.1742527,2.17531174,2.17666761,2.17831597,2.18025146,2.18246774,2.18495744,2.18771212,2.19072229,2.19397737,2.19746569,2.20117444,2.2050897,2.2091964,2.21347834,2.21791819,2.2224975,2.22719671,2.23199524,2.23687146,2.24180282,2.24676585,2.25173635,2.25668939,2.26159951,2.26644083,2.27118717,2.2758123,2.28029003,2.28459447,2.28870022,2.29258256,2.2962177,2.29958299,2.30265711,2.30542035,2.30785473,2.30994426,2.31167509,2.31303566,2.31401684,2.31461203,2.31481724,2.31463112,2.31405503,2.31309295,2.31175148,2.31003975,2.30796931,2.30555402,2.30280986,2.29975478,2.29640849,2.29279229,2.2889288,2.2848418,2.28055597,2.27609669,2.27148982,2.2667615,2.26193795,2.25704529,2.25210938,2.24715565,2.24220898,2.23729355,2.23243277,2.22764919,2.22296437,2.2183989,2.21397229,2.20970296,2.20560822,2.20170426,2.1980061,2.19452767,2.19128174,2.18827998,2.18553294,2.18305012,2.18083993,2.17890973,2.17726587,2.17591369,2.17485751,2.17410071,2.17364568,2.17349384
2.17288532,2.17303757,2.17349384,2.1742527,2.17531174,2.17666762,2.17831597,2.18025148,2.18246777,2.18495748,2.18771218,2.19072237,2.19397748,2.19746583,2.20117462,2.20508991,2.20919665,2.21347862,2.21791849,2.22249781,2.22719702,2.2319955,2.23687165,2.24180287,2.24676572,2.25173594,2.25668862,2.26159827,2.26643897,2.27118455,2.27580872,2.2802853,2.28458835,2.28869244,2.29257284,2.29620572,2.29956838,2.30263951,2.30539934,2.30782988,2.3099151,2.31164115,2.31299643,2.31397179,2.31456064,2.31475896,2.31456542,2.31398136,2.31301077,2.31166028,2.30993902,2.30785857,2.30543282,2.30267777,2.29961141,2.2962535,2.29262536,2.28874968,2.28465028,2.28035188,2.27587993,2.27126032,2.26651925,2.261683,2.25677772,2.25182932,2.24686329,2.24190454,2.2369773,2.23210501,2.22731026,2.22261466,2.2180388,2.21360224,2.20932342,2.20521967,2.2013072,2.19760106,2.19411518,2.19086236,2.18785427,2.18510148,2.18261349,2.18039871,2.17846454,2.1768173,2.17546235,2.17440402,2.17364568,2.17318972,2.17303757
2.17288532,2.17303757,2.17349384,2.1742527,2.17531174,2.17666762,2.17831598,2.18025148,2.18246778,2.18495749,2.1877122,2.1907224,2.19397752,2.19746588,2.20117468,2.20508998,2.20919673,2.21347871,2.21791859,2.22249791,2.22719711,2.23199559,2.23687171,2.24180289,2.24676567,2.2517358,2.25668836,2.26159785,2.26643835,2.27118367,2.27580752,2.28028371,2.2845863,2.28868984,2.29256958,2.2962017,2.2995635,2.30263362,2.30539231,2.30782156,2.30990535,2.31162979,2.3129833,2.31395673,2.31454345,2.31473947,2.31454345,2.31395673,2.3129833,2.31162979,2.30990535,2.30782156,2.30539231,2.30263362,2.2995635,2.2962017,2.29256958,2.28868984,2.2845863,2.28028371,2.27580752,2.27118367,2.26643835,2.26159785,2.25668836,2.2517358,2.24676567,2.24180289,2.23687171,2.23199559,2.22719711,2.22249791,2.21791859,2.21347871,2.20919673,2.20508998,2.20117468,2.19746588,2.19397752,2.1907224,2.1877122,2.18495749,2.18246778,2.18025148,2.17831598,2.17666762,2.17531174,2.1742527,2.17349384,2.17303757,2.17288532
